Folder Number;Image Number;Image Description ;Date;License;Place;Specific Location;Place in TWKM Database;Holder;Distinct Holder Name ;Holder in TWKM Website;Archaeological Site;Distinct Archaeological Site Name;Archaeological Site in TWKM Website;Archaeological Site in TWKM Database;Artefact Name;Distinct Artefact Name;Artefact Type;Artefact Type in TWKM Database;Artefact in TWKM Database;Catalogue Number;Publication;Zotero-ID;Inventory Number;Note;Creator of Image;Publications;Collection ;Editing State
3;KHM_1984_F185_R01_02;Xcalumkin, Column 5;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcalumkin;XLM;http://mayawoerterbuch.de/sites/holactun/;;Xcalumkin, Column 5;XLM: Col. 5;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;Graham, Ian, Eric von Euw (1992): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 3: Uxmal, Xcalumkin. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA.;idiom_bibliography/items/itemKey/6M2SXN7V;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R01_03;Xcalumkin, Jamb 7;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcalumkin;XLM;http://mayawoerterbuch.de/sites/holactun/;;Xcalumkin, Jamb 7;XLM: Jmb. 7;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Graham, Ian, Eric von Euw (1992): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 3: Uxmal, Xcalumkin. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA.;idiom_bibliography/items/itemKey/6M2SXN7V;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R01_04;Xcalumkin, Jamb 6;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Xcalumkin;XLM;http://mayawoerterbuch.de/sites/holactun/;;Xcalumkin, Jamb 6;XLM: Jmb. 6;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Graham, Ian, Eric von Euw (1992): Corpus of Maya Hieroglyphic Inscriptions, Volume 4, Part 3: Uxmal, Xcalumkin. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA.;idiom_bibliography/items/itemKey/6M2SXN7V;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R01_05;PNK, Column;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 3 - 28;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 3 - 28;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 66;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R01_06;PNK, Column;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 3 - 28;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 3 - 28;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 66;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R02_07;Chunhuhub, Facade Figure 3;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Chunhuhub;CHH;;;Chunhuhub, Facade Figure 3;CHH: FFig. 3;Architectural Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000090;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 14;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R02_08;Santa Rita Xicalango, Inscribed Stingray Spine;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Santa Rita Xicalango;SRG;http://mayawoerterbuch.de/sites/santa-rita-xicalango/;;Santa Rita Xicalango, Spine;SRG: Spn.;Spine;http://idiom-projekt.de/voc/artefacttype/concept000124;;;Mayer, Karl Herbert (1992): A Hieroglyphic Text from Santa Rita, Campeche. Mexicon 14: 67. Figure 1.;idiom_bibliography/items/itemKey/2A9BH2P6;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R02_09;Santa Rita Xicalango, Inscribed Stingray Spine;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Santa Rita Xicalango;SRG;http://mayawoerterbuch.de/sites/santa-rita-xicalango/;;Santa Rita Xicalango, Spine;SRG: Spn.;Spine;http://idiom-projekt.de/voc/artefacttype/concept000124;;;Mayer, Karl Herbert (1992): A Hieroglyphic Text from Santa Rita, Campeche. Mexicon 14: 67. Figure 1.;idiom_bibliography/items/itemKey/2A9BH2P6;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R02_10;Santa Rita Xicalango, Inscribed Stingray Spine;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Santa Rita Xicalango;SRG;http://mayawoerterbuch.de/sites/santa-rita-xicalango/;;Santa Rita Xicalango, Spine;SRG: Spn.;Spine;http://idiom-projekt.de/voc/artefacttype/concept000124;;;Mayer, Karl Herbert (1992): A Hieroglyphic Text from Santa Rita, Campeche. Mexicon 14: 67. Figure 1.;idiom_bibliography/items/itemKey/2A9BH2P6;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R02_11;PNK, Stela;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 24;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 24;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 62.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R02_12;Calakmul, Stela 9, Left side;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Calakmul;CLK;http://mayawoerterbuch.de/sites/calakmul/;;Calakmul, Stela 9;CLK: St. 9;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R03_13;Calakmul, Stela 9, Front side, Lower part;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Calakmul;CLK;http://mayawoerterbuch.de/sites/calakmul/;;Calakmul, Stela 9;CLK: St. 9;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R03_14;Calakmul, Stela 9, Front side, Upper part;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Calakmul;CLK;http://mayawoerterbuch.de/sites/calakmul/;;Calakmul, Stela 9;CLK: St. 9;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R03_15;Calakmul, Stela 9, Back side, Lower part;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Calakmul;CLK;http://mayawoerterbuch.de/sites/calakmul/;;Calakmul, Stela 9;CLK: St. 9;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R03_16;PNK, Stela;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 23;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 23;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 61.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R03_17;PNK, Stela, Text at the lower left corner;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 23;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 23;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 61.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R03_18;PNK, Stela, Text at the lower right corner;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 23;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 23;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 61.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R04_19;PNK, Stela, Detail of the engraved text;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 23;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 23;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 61.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R04_20;PNK, Stela, Text at the upper left corner;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 23;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 23;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 61.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R04_21;PNK, Column;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 6 - 42;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 6 - 42;Mayer, Karl Herbert (1991): Maya Monuments: Sculptures of Unknown Provenance, Supplement 3. Maya Monuments 6. Von Flemming, Berlin.  Plates 172-174.;idiom_bibliography/items/itemKey/F322QJFX;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R04_22;PNK, Column;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Column;PNK: KHM 3 - 27;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;KHM 3 - 27;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 65.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R04_23;Edzna, Stela 9;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 9;ETZ: St. 9;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R04_24;Edzna, Stela 8;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 8;ETZ: St. 8;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R05_25;Edzna, Stela 8;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 8;ETZ: St. 8;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R05_26;Edzna, Stela 8;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 8;ETZ: St. 8;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R05_27;Dzibilnocac, Miscellaneous Sculpture 1;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Dzibilnocac;DBN;http://mayawoerterbuch.de/sites/dzibilnocac/;;Dzibilnocac, Miscellaneous Sculpture 1;DBN: Msc. 1;Miscellaneous Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000095;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 22.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R05_28;PNK, Stela, Upper fragment;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 25;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 25;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 63.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R05_29;PNK, Stela, Lower fragment;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 25;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 25;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 63.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R05_30;PNK, Stela;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 26;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 26;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 26.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R06_31;PNK, Stela;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 26;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 26;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 26.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R06_32;Jaina, Glyphic Panel 2;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Jaina;JAI;http://mayawoerterbuch.de/sites/jaina/;;Jaina, Panel 2;JAI: Pan. 2;Panel;http://idiom-projekt.de/voc/artefacttype/concept000076;;;Mayer, Karl Herbert (1991): Maya Monuments: Sculptures of Unknown Provenance, Supplement 3. Maya Monuments 6. Von Flemming, Berlin.  Plate 24.;idiom_bibliography/items/itemKey/F322QJFX;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R06_33;Tunkuyi, Capital 2, Front side;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Tunkuyi;TUN;http://mayawoerterbuch.de/sites/tunkuyi/;;Tunkuyi, Capital 2;TUN: Cap. 2;Capital;http://idiom-projekt.de/voc/artefacttype/concept000083;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R07_35;Kayal, Jamb 3;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 3;KYL: Jmb. 3;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 32.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R07_36;Acanmul, Column 1;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Acanmul;ACN;http://mayawoerterbuch.de/sites/acanmul/;;Acanmul, Column 1;ACN: Col. 1;Column;http://idiom-projekt.de/voc/artefacttype/concept000080;;;;;;;Karl Herbert Mayer;;BS;public
3;KHM_1984_F185_R07_37;Kayal, Jamb 2;1984;CC By 4.0;Campeche;;;Museo de Arquitectura Maya Baluarte de la Soledad;BS;http://mayawoerterbuch.de/museums/museo-de-arquitectura-maya-baluarte-de-la-soledad/;Kayal;KYL;http://mayawoerterbuch.de/sites/kayal/;;Kayal, Jamb 2;KYL: Jmb. 2;Jamb;http://idiom-projekt.de/voc/artefacttype/concept000077;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 31.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;BS;public
3;KHM_1986_F220_R05_29;Chunhuhub, Facade Figure 1;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;Chunhuhub;CHH;;;Chunhuhub, Facade Figure 1;CHH: FFig. 1;Architectural Sculpture;http://idiom-projekt.de/voc/artefacttype/concept000090;;;Mayer, Karl Herbert (1989): Maya Monuments: Sculptures of Unknown Provenance, Supplement 2. Maya Monuments 5. Von Flemming, Berlin. Plate 13.;idiom_bibliography/items/itemKey/RNIUCF6D;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R06_30;PNK, Altar;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;PNK;PNK;;;PNK, Altar;PNK: KHM 4 - 74;Altar;http://idiom-projekt.de/voc/artefacttype/concept000005;;KHM 4 - 74;Mayer, Karl Herbert (1987): Maya Monuments: Sculptures of Unknown Provenance, Supplement 1. Maya Monuments 4. Von Flemming, Berlin.  Plate 139.;idiom_bibliography/items/itemKey/78TW3ZQJ;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R06_31;Chicanna, Capstone 3;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;Chicanna;CHC;http://mayawoerterbuch.de/sites/chicanna/;;Chicanna, Capstone 3;CHC: Cst. 3;Capstone;http://idiom-projekt.de/voc/artefacttype/concept000078;;;;;;Structure XX;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R06_33;PNK, Altar;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;PNK;PNK;;;PNK, Altar;PNK: KHM 4 - 74;Altar;http://idiom-projekt.de/voc/artefacttype/concept000005;;KHM 4 - 74;Mayer, Karl Herbert (1987): Maya Monuments: Sculptures of Unknown Provenance, Supplement 1. Maya Monuments 4. Von Flemming, Berlin.  Plate 139.;idiom_bibliography/items/itemKey/78TW3ZQJ;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R06_34;Edzna, Stela 8;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 8;ETZ: St. 8;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R07_35;Edzna, Stela 8;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 8;ETZ: St. 8;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R07_36;PNK, Stela;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;PNK;PNK;;;PNK, Stela;PNK: KHM 3 - 25;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;KHM 3 - 25;Mayer, Karl Herbert (1984): Maya Monuments: Sculptures of Unknown Provenance in Middle America. Maya Monuments 3. von Flemming, Berlin.  Plate 63.;idiom_bibliography/items/itemKey/IS32CFSP;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F220_R07_37;Edzna, Stela 8;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;Edzna;ETZ;http://mayawoerterbuch.de/sites/edzna/;;Edzna, Stela 8;ETZ: St. 8;Stela;http://idiom-projekt.de/voc/artefacttype/concept000002;;;;;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F221_R01_01;Museo Regional de Campeche, Facade;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;;CMP;;;Campeche, Casa Teniente del Rey;CMP: CTR;;;;;;;;;Karl Herbert Mayer;;;public
3;KHM_1986_F221_R01_02;Museo Regional de Campeche, Facade;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;;CMP;;;Campeche, Casa Teniente del Rey;CMP: CTR;;;;;;;;;Karl Herbert Mayer;;;public
3;KHM_1986_F221_R01_03;PNK, Altar;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;PNK;PNK;;;PNK, Altar;PNK: KHM 4 - 74;Altar;http://idiom-projekt.de/voc/artefacttype/concept000005;;KHM 4 - 74;Mayer, Karl Herbert (1987): Maya Monuments: Sculptures of Unknown Provenance, Supplement 1. Maya Monuments 4. Von Flemming, Berlin.  Plate 139.;idiom_bibliography/items/itemKey/78TW3ZQJ;;;Karl Herbert Mayer;;CTR;public
3;KHM_1986_F221_R01_04;PNK, Altar;1986;CC By 4.0;Campeche;;;Museo Regional de Campeche Casa Teniente del Rey;CTR;http://mayawoerterbuch.de/museums/museo-regional-de-campeche-casa-teniente-del-rey/;PNK;PNK;;;PNK, Altar;PNK: KHM 4 - 74;Altar;http://idiom-projekt.de/voc/artefacttype/concept000005;;KHM 4 - 74;Mayer, Karl Herbert (1987): Maya Monuments: Sculptures of Unknown Provenance, Supplement 1. Maya Monuments 4. Von Flemming, Berlin.  Plate 139.;idiom_bibliography/items/itemKey/78TW3ZQJ;;;Karl Herbert Mayer;;CTR;public
